,tweet_id,sentiment,content
1574,1957343437,sadness,@godfatherobie  I'm @ work and missed everythin yesterday but don't know wot? Anybody
1575,1957343439,neutral,Shame I've gotto go to work
1576,1957343450,enthusiasm,"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7"
1577,1957344732,hate,Gday... Do you know if NHibernate has issues with COM Interop (VB6 &lt;-&gt; .Net Wrapper &lt;-&gt; .Net+NHibernate dll)? I'm getting crazy
1578,1957345027,sadness,fell asleep waiting for my ride!
1579,1957345163,worry,"loved, but hated driving in pollution"
1580,1957345815,sadness,Today feels like friday. Too bad its not
1581,Emily Phillips,hate,"@stevecruzblog  It is so unfair, Chloe Peterson, US citizens working here, Personal Appearances Expectations, ProwAshlee Pottern I do that there?"
1582,1957345942,neutral,William Smith I actually meant to type &quot;end of September&quot; but I was in the middle of a conversation with someone and I cant multitask
1583,1957346003,sadness,now im gettin a complex my followers are shrinking   want to make 100 b4 Sunday
1584,1957346292,worry,Can't sleep!!! People keep Ryan Gray me!!!
1585,1957346454,surprise,Fun game of 'Candamir' with the kids last night. Can't believe it's now our last day
1586,1957346593,hate,"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it worthed that much money..  hate that hairdresser~~;("
1587,1957346788,love,kewl the JB chat was awesome. I had to miss lots of it though cause i had 2 go 2 skewl
1588,1957346841,worry,I hate the fact that I'm 4.5 hours away from you tonight and tomorrow we'll be 1946 miles apart  I wish you were here (
1589,1957346856,worry,@greentm  ... i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead
1590,1957347056,neutral,Zachary MorrCarla Kleinueeee..
1591,1957347167,hate,he just fully yelled @me saying dnt be so fcking stupid grow up! stop with this band shit then... throws the remote at me thnks love u2
1592,1957347193,fun,Listening to some nice music.. I think I should go to bed now so I get nice and rested but i'll miss Mr. Tracy Wise PonderlandKimberly Rose
1593,1957347353,neutral,@BARACKOKITTY ur right! i dont have a reason to be up early but im sure my niece will be in my room in a few hrs botherin me
1594,1957347410,sadness,Has been underpaid  just when i really didn't need to be as well.
1595,1957347794,sadness,@Adamastorlx ohyeahhh  hate the heat!  http://twitpic.com/665a2
1596,1957348100,neutral,to spend the weekend...to not spend the weekend.....that is hte question that is on my mind...
1597,1957348198,sadness,@sashaostrikoff i miss you
1598,1957348794,sadness,Feeling bad that @muemerry didnt get to see UP
1599,1957349011,worry,Algebra test in three hours!
1600,1957349129,worry,Morning all: Looks like no Nintendo Gameboy phone
1601,1957349429,sadness,Disappointment really sucks!  I'm getting used to it.
1602,1957349582,worry,@ Pretty_Mess you missed all the free shots
1603,1957349765,surprise,Getting rather annoyed at my notebook. I know it's old and has got wrinkles but it's never been this slow before
1604,1957350007,worry,@galaxydazzle okay thank you! i can't find it
1605,1957350646,neutral,My door looks naked   It makes my room feel bigger though.
1606,1957351077,surprise,Tracey Johnson_ IM MAD IT WASNT SCAREY
1607,1957351082,worry,Oh no.... Trouble in paradice
1608,1957351140,happiness,@SharktailYPP The red font up the top is very nice. But where did they put all the old entries?
1609,1957351242,fun,EXPECTO PATRONUM!!! ----- nothing happens..
1610,1957351445,surprise,"@deezeen I know, Jennifer Chen available na Kimberly WestSingapore, though!"
1611,1957351556,sadness,"Season 1 of Lie To Me was serious. Damn, now here comes the wait."
1612,1957351933,sadness,i mean monday take the test monday!!!! please o please !
1613,1957352020,neutral,@lumivalkoinen nice you look awesome in photos .. whereas I look like a drunken soccer fan in all of mine
1614,1957352215,sadness,@SummerXoxo That's exactly how I feel.  I hope you start feeling better soon.
1615,1957352671,worry,Still awake can't fall asleep I'm not one bit sleepy
1616,1957353147,sadness,My birthday is now over.
1617,1957353248,worry,"going crazy, the pain is unbearable..&amp; i gotta wait till thursday!?"
1618,1957353477,sadness,at work and tired just want to go to bed
1619,1957353800,surprise,feeling so dizzy right now
1620,1957353973,sadness,@msalonen I feel like a Truck just hit me too! I also Resemble a man hit by a truck!
1621,1957354740,hate,"@powertwitter Not a fan of the layout change of hyperlinks. I don't like the indentation and, well, I'm clicking and no link shows."
1622,1957355196,relief,"Bout 2 lay iit down, got a head ache   @niariley we hangin tomorrow idont care wat u say lol..soooo dm me ur # &amp; imma hit u tomorrow k ;)"
1623,1957355791,worry,@charlietotem just a concert i can't go to due to trials
1624,1957355934,worry,so sad about Brent Knight daughter.
1625,1957356105,love,"@marjorielu MISS YOU, TOO!"
1626,1957356328,worry,James Wells do you ever respond to ppl?
1627,1957356574,relief,Kenneth Wiggins Yeah I`m okay. I couldn`t breathe for like 7 seconds.  I thought I was gonna die. Hahaha
1628,1957356590,worry,We're having an impromptu pool party... Except I don't know how to swim so I can't get in
1629,1957357268,surprise,@ZDAEfron and @hudgensness why are u two fighting.
1630,1957357361,happiness,@ahhrjay useless tweet! LOL jk yay!!! You're coming tmr! How long u gnna be in phils for  ?
1631,1957357393,hate,My stomach is killing me do j can't sleep
1632,1957358280,worry,My stomach is killing me do I can't sleep
1633,1957358607,worry,"Holy shit it's super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park"
1634,1957358992,sadness,@Jazzy813 I miss my Jeffery Wilson  can't wait to see her bad n grown ass! Lol
1635,1957359317,sadness,"Holy shit it's super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park  http://tinyurl.com/ns2l55"
1636,1957359624,happiness,I am soo happy! Chelsea Wong frustrated at the same time!  :]  :JamLisa Orozcohh noDarren StewMeagan Hughesn is recording her new video for Radar!!!  James Petersonooo ExxCDavid Martin
1637,1957359653,happiness,"BOOYA!! Steven Doyle!? Happy inFAMOUS day to you all, off to get it very soon. Can't wait to play, need to find some more time though"
1638,1957359907,worry,@erikamodina Yeah ! I downloaded her whole album. :&quot;&gt; THE FAME ! I miss you taking care of me  Hahah !
1639,1957360601,worry,Scary guy on Michael Cardenas...
1640,1957360852,happiness,"@TerrenceJ106 I'm up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!"
1641,1957361291,neutral,almost 100 cases of swine in australia. hope may still decides to come visits me
1642,1957361311,worry,not so good mood..
1643,1957361569,sadness,Ugh talk to me someone  I'm really bored.
1644,1957361603,hate,@digicho I'm inclined to think it's stupid.
1645,1957361654,worry,@dancinqueenie Morning! I have loads to do 2day  goin for a walk 1st to get rid of last nites haribo's
1646,1957362094,worry,Where's a bridge when you need one?..... FUCK!
1647,1957362549,worry,I think I might have to break down and purchase some from the US just because I donot know what to call it over here
1648,1957362570,sadness,Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though
1649,1957362871,sadness,have a splitting headache!
1650,1957362899,sadness,OMG. Period cramps are FTL. So much pain.
1651,1957363478,worry,"shady's making me  Trying to code something, if you know php, HELP!"
1652,1957363569,neutral,@EnglishRoses Equations and graphs
1653,1957363721,relief,"@AroundHarlem that reminds me, i need to pick up a mask Christopher Spencer. Thanks  I prefer not to take meds because i will b addicted"
1654,1957363745,hate,Hates untalented bitches being mean to my talented friends
1655,1957364066,worry,I have to goto work now ahhh kill me  my life isn't going the way I want it too atm. Ta ta kids x
1656,1957364129,worry,"feeling lonely,DH on night shift all w/e"
1657,1957364477,neutral,Addicted to Glee... watching the video over and over again....I should be out
1658,1957364648,sadness,@shortstackband grrrrrrrrrrrrrrrrrrrrrrrr
1659,Shane Edwards,neutral,"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. Kimberly Crawford dammit :\"
1660,1957364890,surprise,"I thought that there was going to be another Def Jam Fighting game, but then it turned out to be crappy karaoke game. I miss the fighting"
1661,1957364947,hate,Garrett Bradley So annoyed-yet again gone 2 starbucks &amp; given skimmed milk instead of soy milk!! I can't have milk so hav 2 throw away! Expensive
1662,1957364986,worry,"@lisisilveira   I sent my donation to #Amanda Stevens and wanted to put the banner on, but my avatar disappeared when I tried ~"
1663,1957364996,worry,confused on why and how people pose as others on twitter. I mean they really do their homework on peoples lives to imitate them. it's sad
1664,1957365206,worry,@Emsy Twitter's being mean w/ the pics lately! Stole mine for an entire day!
1665,1957365278,hate,@markbuchholz the non-Europers managed to dump the sun here! its gonna be a hot time now!
1666,1957365292,worry,"@onmammaz ugh! I have a knee injury too, except mine is just an infected cut that hurts like hell"
1667,1957365541,sadness,Using tiffys computer...it feels different from mine... the touch is different.
1668,1957366118,neutral,@brandillio that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check
1669,1957366488,worry,@pkBLGNicole Andersonahue he's not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!
1670,1957366702,empty,Good night twitter friends - I'm nodding off at the 'puter
1671,1957366885,sadness,Bummed out I am missing a rock climbing trip next week
1672,1957366994,sadness,Stuck in some shitty traffic! This day is going to be crap
1673,1957367214,surprise,@Maccah Red? wtf happened to dark blue + black stripes?
1674,1957367293,sadness,sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.
1675,1957369079,worry,I just really want to sleep Shelly Mack won't let me
1676,1957369110,sadness,Not a good start to the day left my money at home . So i'll hot a day me looking for free carparks
1677,1957369316,worry,http://twitpic.com/665e9 - i miss this place
1678,1957369382,empty,I want it to be Wednesday already so I can hurry up and go to New Zealand so I'm busy and not sitting here bored and stressing
1679,1957369758,neutral,"??????? ????????? ?? Google Chrome - ?? ???????, ?? ??? ???????? ??? ?? Firefox"
1680,1957369983,neutral,"@yarivs Storysize is 2 (and it's posted as a short story, not one liner), but doesn't show up in any news friends can see. Only in wall"
1681,1957370551,sadness,"@deathnerd ah man, that's sucks.  What happened to it that's prompting a reinstall?"
1682,1957370577,sadness,@Farctum Oh poor thing  Hope it's easily sorted out. (and not too expensive!)
1683,1957371013,neutral,@bannersrus hemp cloth is marvelous but unfortunately no
1684,1957371316,relief,on that note - i do not feel missed.
1685,1957371465,worry,Has been rejected
1686,1957371472,worry,@linojoelsap still got one more year with t-mo tho  I might just get a new bb curve. Not too concerned abt apps. Batt life is important
1687,1957371550,surprise,my stupid msn wont sign in
1688,1957372371,neutral,@bronwen @jjprojects you might have missed my latest experiment - I know blogs have too many words these days  http://tinyurl.com/ne6twc
1689,1957372521,surprise,Ship. I'm stuck.
1690,1957372522,sadness,Terri Conway Miller_maggie you okay? i miss you @tanyadenalilove im sad you didnt text todayh
1691,1957372567,worry,@andyclemmensen Me too  @shortstackband haha I did but have no credit
1692,1957373593,sadness,#3wordsaftersex it hurts now
1693,1957374741,sadness,Heavily medicated but can't sleep. Ugh...
1694,1957374992,sadness,"Grrrrr fuck. Just remembered that I'm doing the later shift today, so not at work for another hour! What a wasted lay in opportunity"
1695,1957375017,worry,"is getting a cold    *cough, oink, cough*"
1696,1957375661,happiness,Is dreading going to work  BUT....its friiiiiday!! whoop!!!
1697,1957375982,sadness,@DontLetGo14 at home  im so lonely here...
1698,1957376288,worry,"I am in school. Absolutely I have been sick .. I want to go home - we are writing of geography, the best it will"
1699,1957376424,worry,ok so i'm a lil happier now.. i hope i fixd my emails.. hope they weren't hacked although it seemed really suspicious!!
1700,1957376490,sadness,"what is love!? baby don't hurt me, don't hurt me, no more. I WANT TO WATCH 'NIGHT AT THE Jaime Wolfe' RIGHT NOW!!!!"
1701,1957376526,neutral,"You need to remember the data the customer has entered on previous pages when they use the back button. So, so many don't do this"
1702,1957376603,worry,I'm frightened that zombies are going to attack me.  i don't like scary movies.
1703,1957376888,worry,@kyluhtoots oops. Robert Taylor place is too near. Trouble for me.
1704,1957376910,surprise,blast from the mofo'ing past. NTS why must you suck so badly at school?
1705,1957377238,neutral,NOT excited for 32 people reservation in the morning  damn LOVIN halo3 right now for sure too
1706,1957377376,worry,sad that she didn't get to see Laurie Griffith before she leaves later today..
1707,1957377577,worry,"@JohnGunders I want David Gonzales back, it was awesome and it worked. But unfortunately it's only for PC"
1708,Melanie Rice,neutral,Is there a way to block followers?  I have no idea who you are. .  Sorry..
1709,1957378228,worry,my internet income project has got a BIG problem today.
1710,1957378234,relief,"I just want somebody to love, and who loves me. I think and day-dream about about that CONSTANTLY."
1711,1957378535,hate,This is exactly y I hate driving thru dandy - sittin at lights next to a car of asians who r callin out to me &amp; 1 held up a knife  scum!
1712,1957378778,hate,@Daniel MurphyvindJose thanks dude. Being a low level business man its hard to get normal credit cards..also our place is not listed with any bank
1713,1957378809,worry,Barbara Smith IIgummybear Doodle whats wrong?
1714,1957379042,empty,so had a freakin lond thursday  ready to hit the hay and surprise surprise I can't freakin sleep :/ Valerie Le!
1715,1957379061,neutral,"i really don't want to go to the eisteddfod concert tonight, it would be ok if i didnt have to wear the dumb band uniform"
1716,1957379307,fun,Walking to work on a gloriously sunny day. Going to be a good weekend in which I will burn as always even with suncream on  #fb
1717,1957379882,worry,"Morning. Panic. Clicked a link and opened up my browser. Firefox, what have you done with all my saved tabs??? Gone! That'll learn me..."
1718,1957380003,worry,just going into school 2 get some spanish CDs &quot;sigueee&quot; haha. Then guess what my plans are .. studying all day again!
1719,1957380317,sadness,Its too early
1720,1957381185,worry,"When the weather's... ugh, something like asthma. So, yeah, Lisa Ingram."
1721,1957381579,neutral,"i now have 3 new videos on my ipod, i delted a few so i could replace them"
1722,1957381679,worry,i need a good idea... FAST!
1723,1957382211,surprise,"Mary Tyler, only the second tweet of my entire trip and i leave in 3 days   but first - BLOW UP SF TOMORROW NIGHT!"
1724,1957382337,worry,it seems my phone is dying!  boo!
1725,1957383118,sadness,My computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game
1726,1957383267,surprise,@serenetan Is it? Wah. Wasted trip!
1727,1957383269,worry,this weather makes my fingers numb / still waiting
1728,1957383403,neutral,trying to finish moving stuff for tonight don't feel good!!!!!
1729,1957383622,hate,@jaysun093  yes it is. Sucks don't it
1730,1957383698,neutral,Melissa Nguyen hauled in for last time by @dandypig  http://yfrog.com/0zr2jqj
1731,1957383729,sadness,"@Kingsrockandrol I'm a bit down zoe cos I'm off to bed soon, so I will miss this gorgeous weather, were having  what you up too today? X"
1732,1957384135,surprise,Lots of confusions I've at my work place..
1733,1957385273,sadness,My tummy hurts  go away cramps! I hate chuu!!!!
1734,1957385439,worry,"Christopher Daniels, probably not... they are labeled as MI-5, which I believe was the name used when they aired on BBC America"
1735,1957385704,happiness,I wanna go to DBSK oppa's Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*
1736,1957385950,worry,"Need to come up with another blog post today. But for now, I AM SLEEEEEPPYYYYYY!!!!!!!!"
1737,1957386633,fun,@joanne7964 yeah I was like oh oh oh yeah that's it but then she said no  lol bummer
1738,1957386977,neutral,1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today   Freakin filipino parents AHA
1739,1957387122,love,Carol Hoffman i wish i could find my camera cause i really wanna record some too...
1740,1957387163,happiness,"@rettema &quot;might be interested&quot; - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y"
1741,1957387445,worry,A day of administrative jobs
1742,1957387521,empty,Lisa Thompson I'm not that's why I'm sulking  not free all day
1743,1957387539,worry,Spring cleaning episode 2....do I really have to
1744,1957387676,worry,"i was awake 7 hours ago, should have checked twitter"
1745,1957388050,worry,Ahh! my right kidney hurts soooo bad!!! Aaron Moody!!!!
1746,1957388131,enthusiasm,"worked out tonight, had to work off the Cheesecake I ate todAY. To all the pple who are on a diet.. DON'T QUIT! It's not worth it"
1747,1957388211,worry,Daniel Stewart ! my cereal is yuck  why does it taste sour ?
1748,1957388367,sadness,i lost my voice . what should i do ? it's very torture
1749,1957388484,worry,"Did 2dives w/ Oceans Deep Dive. 10m vis, no sun, no colours. Dynamite fishing has done it's toll on the reefs."
1750,1957388601,sadness,it's pretty cold outside  today i got another exam...
1751,1957388625,worry,Timothy Levine computer just broke  Time to get the old IBM out...
1752,1957389266,neutral,"forecast in sf for friday, may 29: 66 degrees."
1753,1957389794,fun,Deborah Fernandez haha so your having father daugter bonding time? Lol anyways I g2g work get on msn later I'll be bored  x
1754,1957389821,worry,Hate washing my hair! Because then it has to be dried &amp; straightened.  And then i find the grey hairs in the middle layers of my hair
1755,1957389830,worry,Now I need to change my monitor
1756,1957389904,surprise,"I'm a genius  put rug in washing machine, left folding door half open, machine moved now door won't close or open. shaking head."
1757,1957389932,neutral,@emcrxtna 1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA
1758,1957390538,hate,why the fuck am I on twitter!!!
1759,1957391156,neutral,excited for YSJ Summer Ball - I wish we had one too
1760,1957391560,love,I love music so much that i've gone through pain to play :S my sides of my fingers now are peeling and have blisters from playing so much
1761,1957391983,neutral,"@melkoo Hi Justin Jenkins, if you feel unhappy just take a bit of fries but don't overdo.  If can help it don't"
1762,1957392269,sadness,"@Lmhustle4life Shit none. But yea last weekend was crazy, i think i partied to hard, thats why im sic."
1763,1957392449,empty,"@Billy SanchezKristen Allene Pfft, there you go with the logic again!"
1764,1957392514,neutral,@Bkk_Saluja but i think the choco diet is worse  cuz every time ur hungry ur only allowed to eat a tiiiny piece of chocolate D:
1765,1957392537,neutral,"it's about rain here, or it's just plain cloudy. i don't know which..."
1766,1957392621,neutral,@keytar make up your mind
1767,1957392626,sadness,@itstayloryall Im so sad we missed you at Family Reunion!!
1768,1957392627,worry,"Dylan Pena, why not?"
1769,1957393311,worry,is envious of people not in long-distance relationships...she's all mushy with no one to cuddle.
1770,1957393357,worry,Omg... Prison break... The final break. The two episodes that only aired in the uk. Wow. Watch them if you haven't. Soo sad. Tear
1771,1957393522,worry,Muay Thai was awesome. I'm gonna be sore in the morning! I feel like being bad and eating junk tho
1772,1957393560,love,"All this talk of Victor Jones has me wanting some!  Maybe I'll have a small bit over ice, I haven't had any since faire."
1773,Lori Robinson,hate,"On way to exam, very very nervous  bah"
1774,1957394083,worry,not happy with my 5:45 wake up call this morning  ... she's going to be grumpy later!
1775,1957394130,love,@westonbuck i want a zune but i looove my pod  hahah
1776,1957394632,surprise,@absolutelytrue  #nightshift I'm still working  luckily having fun with it. I can turn the music up when no one else is in the office. yay
1777,1957395113,worry,http://twitpic.com/665jw The racoons ate our bread!
1778,1957395705,sadness,"@1825remnant, i missed everyone tonight"
1779,1957395823,empty,Today = marking *135
1780,1957396215,sadness,Ugh our two week push to produce a six pack has produced nothing but pain!
1781,1957396566,love,"standing here open hands and i know i can't do this alone hold on, hold on, baby, hold on...geeez"
1782,1957396708,hate,"is tryna find her a 30 yr old junt with a 401 k, stable job, good home with an extra room 4 me and my baggage..so tired of u young dudes"
1783,1957396745,neutral,@Maxsterism naisee. is it bad that i can see lens flares all arond me while listening to it? XD cant really catch what they're saying tho
1784,1957397142,neutral,@Cookie_Monstr  u may try Prism http://prism.mozilla.com/
1785,1957397161,hate,Dang you internet. . . Its been down all night. . .
1786,1957397325,neutral,http://www.speedtest.net/result/483892161.png i get good download speed only when no one else is using the connection
1787,1957397407,worry,":| Yikes,  ants are everywhere in the house.  Ants scare me"
1788,1957397410,hate,@bb_nation just launched twittix v1.10 - not convinced
1789,1957397883,neutral,food...food...FOOD!
1790,1957398563,neutral,Gregory Goodman_  me too!
1791,1957398625,relief,@melkoo If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.
1792,1957398648,sadness,ooh i feel so sleepy... its 10:24 a.m. and i dont wanna go to school 2day  but i have to...
1793,1957398677,sadness,@love2reed thx girl! I just now woke up! I Mary Moore believe I'm sick!! Now I have a fever... Wish I could pound nyquil  This sucks.
1794,1957398720,neutral,Hitting the docks soon.
1795,1957398769,worry,"its at 3 am, im very tired but i can't sleep"
1796,1957399202,sadness,@donald_jackson already there's none left  back to cabbage soup
1797,1957399970,sadness,Wrong button  ... My music biz building that is.
1798,1957399972,worry,@r4nt penis.  @shdwtrev i hope you made sure it's okay. D:
1799,1957400184,neutral,Too much sand in the SD 790 from pismo this weekend. ANOTHER canon powershot broken. 2nd one in a year  What to buy this time...
1800,1957400770,sadness,"having the flu, not the swinish-one, but the flu."
1801,1957400803,sadness,really annoyed that work appear to have blocked facebook now...
1802,1957401335,worry,@hermorrine Yeah I've noticed  I miss Denise Davis. But you were closer to him. How are you holding up?
1803,1957401551,worry,looking at the sunshine out of my office window
1804,1957401850,hate,"im gonna die of a heart attack one of these days, if i keep going off to bed this pissed.  Michael Cooke ZunigaRobert Zuniga'NITEEEEEEEEKenneth Velasquez"
1805,1957402129,worry,@ashmart miss you
1806,1957402597,worry,i'm lonely.  i need some hug.
1807,1957403098,hate,How freaking cold is it out in Sydney tonight...
1808,1957403389,sadness,"its friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornings"
1809,1957403428,sadness,20 mins from BEJ to Semanggi. Traffic on Friday  *siggghh*
1810,1957403480,worry,Trying to get to sleep but my migraine is getting in the way
1811,1957403707,neutral,@itsJorx what do you mean jorx?
1812,1957403743,worry,Off to get ready for toms..  gotta go make sure he's not done anything stupid  ill tweet later.
1813,1957403754,hate,woke up from bad dream.  grrrr
1814,1957403773,neutral,@madpierrot maybe it'll listen to you  dude it's like three in the morning. what time is it over there?
1815,1957403824,worry,Bradley Wells and of course it happens on the day I got a carwash.
1816,1957403939,fun,@amyypee LOL i know! i only get to read it sometimes though cos my dad always chucks it out before he gets home
1817,1957404195,hate,Any city person want to trade n live in the country? House comes w racoons n skunks livin under deck. *sigh*
1818,1957404303,neutral,I used to have a remote for my tv.
1819,1957404489,worry,anticipating a tough day ahead
1820,1957404492,neutral,@leslieyuko mine too
1821,1957405143,neutral,So tired.
1822,1957405491,worry,"Jesse Robles  poor you lmao, just stick your head out the window!"
1823,1957406009,worry,Grrr... why can't I fall asleep
1824,1957406370,worry,My head hurts
1825,1957406858,worry,"I just managed to stab a piece of bhuja (hot, of course) into the roof of my mouth. Blood everywhere - well, at least in my mouth."
1826,1957407020,worry,is jealous of his family  their all having an amazing breakfast and all i get is rice crispies
1827,1957407698,worry,@siskack what?? can't believe it
1828,1957407968,sadness,@AyeBloodyRight Taking the souls of your friends and family and watching them die is a nightmare. Trust me
1829,1957408010,worry,Ugg. Unpacking sucks
1830,1957408311,neutral,thinks Coast Capital sent her work number to telemarketers
1831,1957408530,worry,"@andyclemmensen aww haha, i want one but can't get one coz u dun  have my number"
1832,1957408561,hate,I hate it when this computer screws up and decides not to play sound on videos
1833,1957408740,neutral,@poohbaby91 hey you WHORE!! that's kinda mean dont yu think?!
1834,1957409096,worry,"REALLY want to go to an old friend's party tonight, but I have fakeflu. That and alcohol probably won't mix well."
1835,1957409145,love,"Mrs. Brooke Cain WaKelsey EscobarrKatherine i hope your doing great! I, your friends, and california miss you!!!"
1836,1957409511,neutral,http://bit.ly/LaZEL  Wow Clifford Phelps bankrupt.. sad
1837,1957409566,neutral,Brownie sundaes at Five and Linda Rodriguez. Blood Bros on iTunes. Palm Reader was closed  Fun at the 371 anyway.
1838,1957410345,surprise,"@Emsy Yeah, mine said &quot;That's a nice picture&quot; &amp; gave me the red x!  Hope you get it working soon!"
1839,1957410592,worry,@shaundiviney i got a messgae but it didnt work cause i have a text saver not like money credit  im sad now. Dana Smith do i do?? xoxo
1840,1957410705,neutral,i have much to learn
1841,1957410722,sadness,missin my bro..
1842,1957410954,empty,is tired of being tired
1843,1957411109,surprise,... A kidney stone. Really?? Ugh  http://tinyurl.com/qsw9vq
1844,1957411581,neutral,@taylorswift13 so my friends are coming to see you on NYC...but im on stupid vaca in the stupid cayman islands so i Shannon Hurley go  iloveyou&lt;3
1845,1957411728,neutral,Bridget Fields Chaney fAudrey AlTyler Hughesno songs on shuffle. Loud.  Its been on for hours. Im too lazy to go turn it off. He has like 800
1846,1957411775,sadness,@DarynJones Your youtube account is down.
1847,1957411988,worry,im back to this z-index problem...again
1848,1957412151,happiness,"@sueveeyall Haha, I wish I could"
1849,1957412230,neutral,@J2thaESSICA also just spoke to my &lt;3...              ï¿½tearï¿½
1850,1957412353,surprise,@jlynn242001 ur there when I'm not  lol
1851,1957412378,sadness,still sick  @ Home http://loopt.us/iArPRg.t
1852,1957412380,sadness,not feeling too great today
1853,1957412478,worry,"Am in the place called 0UT OF NOW WHERE!! Take me out from here, somebody  http://myloc.me/1XRI"
1854,1957412562,happiness,"Warwick Castle http://snurl.com/izzau Amazing!  Off to Marc Roberts for a week...no internet, no updates"
1855,1957412584,sadness,i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be &amp; you get emotional
1856,1957413321,worry,"I want to ride my bicycle today, but it's too cold and cloudy today"
1857,1957413593,boredom,"Last Chemistry lesson for this school year!  On a brighter note, my birthday will be sandwiched between two days in chemistry lab!"
1858,1957413675,enthusiasm,@Andrew CochranRMariah Daniel Ramirez I wanna be drinking at the pub
1859,1957413976,sadness,you ever come across something that reminds you alot of the one person that completely broke your heart? cause i just did
1860,1957414055,neutral,Sitting waiting for an exam to start
1861,1957414375,neutral,am hungry Stephanie Johnson
1862,1957414719,worry,Up already  Nooooooo!
1863,1957414727,empty,@LittleLee yup! way to fucking early and I'm already at work
1864,1957414856,sadness,Carolyn Kennedy got a a G1 phone and im jealous
1865,1957415150,enthusiasm,"Up early this morning, first to portmeirion then home"
1866,1957415182,fun,@Marilyn JimMichael MartinnMichael MartinzMichael MartinMarlMichael Eric Allen ACTUALLY TOLD ME THAT!!  LOL
1867,1957415641,worry,Have a golf ball sized swelling on my ankle and it's turned black and blue.
1868,1957415838,sadness,my party is wiped out they be all dead and stuff
1869,1957416220,worry,@Kimberly StantonCaesar why have you still not called me back regarding the groundbreaking production i sent you earlier
1870,1957416738,sadness,"@Branwen6277 I'm better today.  Yesterday was really hard.  It's still just so unbelievable.  I miss him, too... and probably always will."
1871,1957416857,worry,I only hve 9followers
1872,1957417035,neutral,"Morning folks! Light tweeting today ('Hurrah!' from the crowd!) 'cos I've a busy Friday. Me inside, sunshine out."
1873,1957417241,surprise,"William Rice Ugh, frustrating. I see a few briefs a week with groups in them, mostly from traditional agencies."
1874,1957417853,neutral,Oh dear. Travellers moved onto land very near my house. They always leave a bloody mess and council take a year b 4 they clean it up
1875,1957419654,neutral,"I can't have any pets in the appartment I really want, so no rat yet."
1876,1957420156,neutral,going to work soon
1877,1957420885,surprise,@BrandyWandLover Oh I see who u mean now-tht heltershelter person lol. yer looks scary
1878,1957421094,worry,I should be sleep. I have to wake up soooo early
1879,1957421152,neutral,So hot today.  Why must it be a weekday
1880,1957421436,neutral,IT DIDN'T WORK
1881,1957421539,neutral,"I'm going to see Le Mis tonight. - myonlysanction: ugh, so jealous. aw  im a sucker for musicals, but i... Steve Bishop"
1882,1957421654,happiness,good morning people !! in good old germany is it soooo cold
1883,1957421741,worry,Jillian George. Dead like me was awsome. Loved that show  missed the last 2 episodes tho ?
1884,1957422689,happiness,@sunnyphoenix there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud
1885,1957422877,worry,Emily Hughes What's wrong?
1886,1957422951,relief,just fed three very hungry stray kitties three cans or tuna. i hope they stay warm and safe tonight
1887,1957423525,worry,t'internet on blackberry fooked so no checking of the tweets and whether Robin Robinson has taken up my request
1888,1957424035,neutral,"Gotta sleep, and then off to work"
1889,1957424185,sadness,is lonely in need of company
1890,1957424353,neutral,listens to MSI and bakes banana bread. How weird is she? Remarkably not so much anymore.
1891,1957424442,relief,is finally gotten online after logging 200km over the last two days on errands as the family driver  http://plurk.com/p/wxz12
1892,1957424693,surprise,"WTF? Advertising gone mad, they want access to my  camera and microphone? What for? Amazon should really know better  http://bit.ly/5FoKQ"
1893,1957424709,surprise,i hate it when a website says the ticket prices are on another website and their not
1894,1957424853,surprise,alice doesn't know what to wear to the cinema  &lt;3
1895,1957425216,worry,Wondering why it's so cold - the skylight is open - I left the gas on this morning
1896,1957425437,worry,home form school...its a long weekend  most ppl would be happy but im not...im still mad and sad about him
1897,1957425787,worry,I can't go to sleep until tech support emails me back
